ti;t;Vi;V
0.1133;0.0733;3.64E+00;9.89E-01
0.1134;0.0734;3.68E+00;1.00E+00
0.1135;0.0735;3.64E+00;9.89E-01
0.1136;0.0736;3.64E+00;9.89E-01
0.1137;0.0737;3.64E+00;9.89E-01
0.1138;0.0738;3.64E+00;9.89E-01
0.1139;0.0739;3.64E+00;9.89E-01
0.114;0.074;3.64E+00;9.89E-01
0.1141;0.0741;3.64E+00;9.89E-01
0.1142;0.0742;3.64E+00;9.89E-01
0.1143;0.0743;3.64E+00;9.89E-01
0.1144;0.0744;3.64E+00;9.89E-01
0.1145;0.0745;3.64E+00;9.89E-01
0.1146;0.0746;3.64E+00;9.89E-01
0.1147;0.0747;3.64E+00;9.89E-01
0.1148;0.0748;3.64E+00;9.89E-01
0.1149;0.0749;3.64E+00;9.89E-01
0.115;0.075;3.64E+00;9.89E-01
0.1151;0.0751;3.64E+00;9.89E-01
0.1152;0.0752;3.64E+00;9.89E-01
0.1153;0.0753;3.68E+00;1.00E+00
0.1154;0.0754;3.64E+00;9.89E-01
0.1155;0.0755;3.64E+00;9.89E-01
0.1156;0.0756;3.64E+00;9.89E-01
0.1157;0.0757;3.64E+00;9.89E-01
0.1158;0.0758;3.64E+00;9.89E-01
0.1159;0.0759;3.68E+00;1.00E+00
0.116;0.076;3.64E+00;9.89E-01
0.1161;0.0761;3.64E+00;9.89E-01
0.1162;0.0762;3.68E+00;1.00E+00
0.1163;0.0763;3.64E+00;9.89E-01
0.1164;0.0764;3.64E+00;9.89E-01
0.1165;0.0765;3.64E+00;9.89E-01
0.1166;0.0766;3.64E+00;9.89E-01
0.1167;0.0767;3.64E+00;9.89E-01
0.1168;0.0768;3.64E+00;9.89E-01
0.1169;0.0769;3.64E+00;9.89E-01
0.117;0.077;3.68E+00;1.00E+00
0.1171;0.0771;3.68E+00;1.00E+00
0.1172;0.0772;3.64E+00;9.89E-01
0.1173;0.0773;3.64E+00;9.89E-01
0.1174;0.0774;3.64E+00;9.89E-01
0.1175;0.0775;3.64E+00;9.89E-01
0.1176;0.0776;3.64E+00;9.89E-01
0.1177;0.0777;3.64E+00;9.89E-01
0.1178;0.0778;3.64E+00;9.89E-01
0.1179;0.0779;3.64E+00;9.89E-01
0.118;0.078;3.64E+00;9.89E-01
0.1181;0.0781;3.64E+00;9.89E-01
0.1182;0.0782;3.64E+00;9.89E-01
0.1183;0.0783;3.64E+00;9.89E-01
0.1184;0.0784;3.64E+00;9.89E-01
0.1185;0.0785;3.64E+00;9.89E-01
0.1186;0.0786;3.64E+00;9.89E-01
0.1187;0.0787;3.64E+00;9.89E-01
0.1188;0.0788;3.64E+00;9.89E-01
0.1189;0.0789;3.64E+00;9.89E-01
0.119;0.079;3.64E+00;9.89E-01
0.1191;0.0791;3.68E+00;1.00E+00
0.1192;0.0792;3.64E+00;9.89E-01
0.1193;0.0793;3.64E+00;9.89E-01
0.1194;0.0794;3.64E+00;9.89E-01
0.1195;0.0795;3.64E+00;9.89E-01
0.1196;0.0796;3.64E+00;9.89E-01
0.1197;0.0797;3.68E+00;1.00E+00
0.1198;0.0798;3.68E+00;1.00E+00
0.1199;0.0799;3.64E+00;9.89E-01
0.12;0.08;3.64E+00;9.89E-01
0.1201;0.0801;3.68E+00;1.00E+00
0.1202;0.0802;3.64E+00;9.89E-01
0.1203;0.0803;3.64E+00;9.89E-01
0.1204;0.0804;3.64E+00;9.89E-01
0.1205;0.0805;3.68E+00;1.00E+00
0.1206;0.0806;3.68E+00;1.00E+00
0.1207;0.0807;3.64E+00;9.89E-01
0.1208;0.0808;3.64E+00;9.89E-01
0.1209;0.0809;3.68E+00;1.00E+00
0.121;0.081;3.64E+00;9.89E-01
0.1211;0.0811;3.64E+00;9.89E-01
0.1212;0.0812;3.64E+00;9.89E-01
0.1213;0.0813;3.64E+00;9.89E-01
0.1214;0.0814;3.68E+00;1.00E+00
0.1215;0.0815;3.64E+00;9.89E-01
0.1216;0.0816;3.64E+00;9.89E-01
0.1217;0.0817;3.68E+00;1.00E+00
0.1218;0.0818;3.68E+00;1.00E+00
0.1219;0.0819;3.64E+00;9.89E-01
0.122;0.082;3.68E+00;1.00E+00
0.1221;0.0821;3.64E+00;9.89E-01
0.1222;0.0822;3.68E+00;1.00E+00
0.1223;0.0823;3.68E+00;1.00E+00
0.1224;0.0824;3.64E+00;9.89E-01
0.1225;0.0825;3.64E+00;9.89E-01
0.1226;0.0826;3.68E+00;1.00E+00
0.1227;0.0827;3.68E+00;1.00E+00
0.1228;0.0828;3.64E+00;9.89E-01
0.1229;0.0829;3.68E+00;1.00E+00
0.123;0.083;3.64E+00;9.89E-01
0.1231;0.0831;3.68E+00;1.00E+00
0.1232;0.0832;3.64E+00;9.89E-01
0.1233;0.0833;3.68E+00;1.00E+00
0.1234;0.0834;3.68E+00;1.00E+00
0.1235;0.0835;3.64E+00;9.89E-01
0.1236;0.0836;3.68E+00;1.00E+00
0.1237;0.0837;3.68E+00;1.00E+00
0.1238;0.0838;3.64E+00;9.89E-01
0.1239;0.0839;3.64E+00;9.89E-01
0.124;0.084;3.68E+00;1.00E+00
0.1241;0.0841;3.68E+00;1.00E+00
0.1242;0.0842;3.64E+00;9.89E-01
0.1243;0.0843;3.64E+00;9.89E-01
0.1244;0.0844;3.68E+00;1.00E+00
0.1245;0.0845;3.68E+00;1.00E+00
0.1246;0.0846;3.64E+00;9.89E-01
0.1247;0.0847;3.64E+00;9.89E-01
0.1248;0.0848;3.64E+00;9.89E-01
0.1249;0.0849;3.64E+00;9.89E-01
0.125;0.085;3.68E+00;1.00E+00
0.1251;0.0851;3.68E+00;1.00E+00
0.1252;0.0852;3.68E+00;1.00E+00
0.1253;0.0853;3.68E+00;1.00E+00
0.1254;0.0854;3.68E+00;1.00E+00
0.1255;0.0855;3.68E+00;1.00E+00
0.1256;0.0856;3.64E+00;9.89E-01
0.1257;0.0857;3.64E+00;9.89E-01
0.1258;0.0858;3.68E+00;1.00E+00
0.1259;0.0859;3.64E+00;9.89E-01
0.126;0.086;3.68E+00;1.00E+00
0.1261;0.0861;3.64E+00;9.89E-01
0.1262;0.0862;3.64E+00;9.89E-01
0.1263;0.0863;3.64E+00;9.89E-01
0.1264;0.0864;3.64E+00;9.89E-01
0.1265;0.0865;3.68E+00;1.00E+00
0.1266;0.0866;3.64E+00;9.89E-01
0.1267;0.0867;3.64E+00;9.89E-01
0.1268;0.0868;3.64E+00;9.89E-01
0.1269;0.0869;3.68E+00;1.00E+00
0.127;0.087;3.64E+00;9.89E-01
0.1271;0.0871;3.64E+00;9.89E-01
0.1272;0.0872;3.64E+00;9.89E-01
0.1273;0.0873;3.68E+00;1.00E+00
0.1274;0.0874;3.68E+00;1.00E+00
0.1275;0.0875;3.64E+00;9.89E-01
0.1276;0.0876;3.68E+00;1.00E+00
0.1277;0.0877;3.68E+00;1.00E+00
0.1278;0.0878;3.64E+00;9.89E-01
0.1279;0.0879;3.64E+00;9.89E-01
0.128;0.088;3.64E+00;9.89E-01
0.1281;0.0881;3.68E+00;1.00E+00
0.1282;0.0882;3.68E+00;1.00E+00
0.1283;0.0883;3.64E+00;9.89E-01
0.1284;0.0884;3.68E+00;1.00E+00
0.1285;0.0885;3.64E+00;9.89E-01
0.1286;0.0886;3.68E+00;1.00E+00
0.1287;0.0887;3.68E+00;1.00E+00
0.1288;0.0888;3.64E+00;9.89E-01
0.1289;0.0889;3.64E+00;9.89E-01
0.129;0.089;3.68E+00;1.00E+00
0.1291;0.0891;3.68E+00;1.00E+00
0.1292;0.0892;3.64E+00;9.89E-01
0.1293;0.0893;3.68E+00;1.00E+00
0.1294;0.0894;3.68E+00;1.00E+00
0.1295;0.0895;3.68E+00;1.00E+00
0.1296;0.0896;3.68E+00;1.00E+00
0.1297;0.0897;3.68E+00;1.00E+00
0.1298;0.0898;3.68E+00;1.00E+00
0.1299;0.0899;3.68E+00;1.00E+00
0.13;0.09;3.68E+00;1.00E+00
0.1301;0.0901;3.68E+00;1.00E+00
0.1302;0.0902;3.64E+00;9.89E-01
0.1303;0.0903;3.68E+00;1.00E+00
0.1304;0.0904;3.64E+00;9.89E-01
0.1305;0.0905;3.68E+00;1.00E+00
0.1306;0.0906;3.68E+00;1.00E+00
0.1307;0.0907;3.68E+00;1.00E+00
0.1308;0.0908;3.68E+00;1.00E+00
0.1309;0.0909;3.68E+00;1.00E+00
0.131;0.091;3.68E+00;1.00E+00
0.1311;0.0911;3.68E+00;1.00E+00
0.1312;0.0912;3.64E+00;9.89E-01
0.1313;0.0913;3.64E+00;9.89E-01
0.1314;0.0914;3.68E+00;1.00E+00
0.1315;0.0915;3.64E+00;9.89E-01
0.1316;0.0916;3.68E+00;1.00E+00
0.1317;0.0917;3.68E+00;1.00E+00
0.1318;0.0918;3.68E+00;1.00E+00
0.1319;0.0919;3.68E+00;1.00E+00
0.132;0.092;3.64E+00;9.89E-01
0.1321;0.0921;3.64E+00;9.89E-01
0.1322;0.0922;3.68E+00;1.00E+00
0.1323;0.0923;3.68E+00;1.00E+00
0.1324;0.0924;3.68E+00;1.00E+00
0.1325;0.0925;3.64E+00;9.89E-01
0.1326;0.0926;3.68E+00;1.00E+00
0.1327;0.0927;3.68E+00;1.00E+00
0.1328;0.0928;3.68E+00;1.00E+00
0.1329;0.0929;3.68E+00;1.00E+00
0.133;0.093;3.64E+00;9.89E-01
0.1331;0.0931;3.64E+00;9.89E-01
0.1332;0.0932;3.64E+00;9.89E-01
0.1333;0.0933;3.68E+00;1.00E+00
0.1334;0.0934;3.68E+00;1.00E+00
0.1335;0.0935;3.68E+00;1.00E+00
0.1336;0.0936;3.68E+00;1.00E+00
0.1337;0.0937;3.64E+00;9.89E-01
0.1338;0.0938;3.68E+00;1.00E+00
0.1339;0.0939;3.68E+00;1.00E+00
0.134;0.094;3.68E+00;1.00E+00
0.1341;0.0941;3.64E+00;9.89E-01
0.1342;0.0942;3.68E+00;1.00E+00
0.1343;0.0943;3.68E+00;1.00E+00
0.1344;0.0944;3.68E+00;1.00E+00
0.1345;0.0945;3.68E+00;1.00E+00
0.1346;0.0946;3.68E+00;1.00E+00
0.1347;0.0947;3.64E+00;9.89E-01
0.1348;0.0948;3.68E+00;1.00E+00
0.1349;0.0949;3.64E+00;9.89E-01
0.135;0.095;3.68E+00;1.00E+00
0.1351;0.0951;3.64E+00;9.89E-01
0.1352;0.0952;3.68E+00;1.00E+00
0.1353;0.0953;3.64E+00;9.89E-01
0.1354;0.0954;3.68E+00;1.00E+00
0.1355;0.0955;3.68E+00;1.00E+00
0.1356;0.0956;3.68E+00;1.00E+00
0.1357;0.0957;3.68E+00;1.00E+00
0.1358;0.0958;3.68E+00;1.00E+00
0.1359;0.0959;3.68E+00;1.00E+00
0.136;0.096;3.68E+00;1.00E+00
0.1361;0.0961;3.68E+00;1.00E+00
0.1362;0.0962;3.68E+00;1.00E+00
0.1363;0.0963;3.68E+00;1.00E+00
0.1364;0.0964;3.68E+00;1.00E+00
0.1365;0.0965;3.68E+00;1.00E+00
0.1366;0.0966;3.68E+00;1.00E+00
0.1367;0.0967;3.68E+00;1.00E+00
0.1368;0.0968;3.68E+00;1.00E+00
0.1369;0.0969;3.68E+00;1.00E+00
0.137;0.097;3.68E+00;1.00E+00
0.1371;0.0971;3.64E+00;9.89E-01
0.1372;0.0972;3.68E+00;1.00E+00
0.1373;0.0973;3.68E+00;1.00E+00
0.1374;0.0974;3.68E+00;1.00E+00
0.1375;0.0975;3.68E+00;1.00E+00
0.1376;0.0976;3.68E+00;1.00E+00
0.1377;0.0977;3.68E+00;1.00E+00
0.1378;0.0978;3.64E+00;9.89E-01
0.1379;0.0979;3.64E+00;9.89E-01
0.138;0.098;3.68E+00;1.00E+00
0.1381;0.0981;3.68E+00;1.00E+00
0.1382;0.0982;3.68E+00;1.00E+00
0.1383;0.0983;3.68E+00;1.00E+00
0.1384;0.0984;3.68E+00;1.00E+00
0.1385;0.0985;3.68E+00;1.00E+00
0.1386;0.0986;3.68E+00;1.00E+00
0.1387;0.0987;3.68E+00;1.00E+00
0.1388;0.0988;3.68E+00;1.00E+00
0.1389;0.0989;3.68E+00;1.00E+00
0.139;0.099;3.68E+00;1.00E+00
0.1391;0.0991;3.64E+00;9.89E-01
0.1392;0.0992;3.68E+00;1.00E+00
0.1393;0.0993;3.68E+00;1.00E+00
0.1394;0.0994;3.68E+00;1.00E+00
0.1395;0.0995;3.68E+00;1.00E+00
0.1396;0.0996;3.68E+00;1.00E+00
0.1397;0.0997;3.68E+00;1.00E+00
0.1398;0.0998;3.68E+00;1.00E+00
0.1399;0.0999;3.68E+00;1.00E+00
0.14;0.1;3.68E+00;1.00E+00
0.1401;0.1001;3.68E+00;1.00E+00
0.1402;0.1002;3.68E+00;1.00E+00
0.1403;0.1003;3.68E+00;1.00E+00
0.1404;0.1004;3.64E+00;9.89E-01
0.1405;0.1005;3.68E+00;1.00E+00
0.1406;0.1006;3.64E+00;9.89E-01
0.1407;0.1007;3.68E+00;1.00E+00
0.1408;0.1008;3.64E+00;9.89E-01
0.1409;0.1009;3.68E+00;1.00E+00
0.141;0.101;3.64E+00;9.89E-01
0.1411;0.1011;3.68E+00;1.00E+00
0.1412;0.1012;3.68E+00;1.00E+00
0.1413;0.1013;3.68E+00;1.00E+00
0.1414;0.1014;3.68E+00;1.00E+00
0.1415;0.1015;3.68E+00;1.00E+00
0.1416;0.1016;3.68E+00;1.00E+00
0.1417;0.1017;3.64E+00;9.89E-01
0.1418;0.1018;3.68E+00;1.00E+00
0.1419;0.1019;3.64E+00;9.89E-01
0.142;0.102;3.68E+00;1.00E+00
0.1421;0.1021;3.68E+00;1.00E+00
0.1422;0.1022;3.64E+00;9.89E-01
0.1423;0.1023;3.68E+00;1.00E+00
0.1424;0.1024;3.68E+00;1.00E+00
0.1425;0.1025;3.68E+00;1.00E+00
0.1426;0.1026;3.68E+00;1.00E+00
0.1427;0.1027;3.68E+00;1.00E+00
0.1428;0.1028;3.64E+00;9.89E-01
0.1429;0.1029;3.64E+00;9.89E-01
0.143;0.103;3.68E+00;1.00E+00
0.1431;0.1031;3.68E+00;1.00E+00
0.1432;0.1032;3.68E+00;1.00E+00
0.1433;0.1033;3.68E+00;1.00E+00
0.1434;0.1034;3.68E+00;1.00E+00
0.1435;0.1035;3.64E+00;9.89E-01
0.1436;0.1036;3.68E+00;1.00E+00
0.1437;0.1037;3.68E+00;1.00E+00
0.1438;0.1038;3.68E+00;1.00E+00
0.1439;0.1039;3.68E+00;1.00E+00
0.144;0.104;3.68E+00;1.00E+00
0.1441;0.1041;3.68E+00;1.00E+00
0.1442;0.1042;3.68E+00;1.00E+00
0.1443;0.1043;3.68E+00;1.00E+00
0.1444;0.1044;3.68E+00;1.00E+00
0.1445;0.1045;3.68E+00;1.00E+00
0.1446;0.1046;3.68E+00;1.00E+00
0.1447;0.1047;3.68E+00;1.00E+00
0.1448;0.1048;3.68E+00;1.00E+00
0.1449;0.1049;3.68E+00;1.00E+00
0.145;0.105;3.64E+00;9.89E-01
0.1451;0.1051;3.68E+00;1.00E+00
0.1452;0.1052;3.68E+00;1.00E+00
0.1453;0.1053;3.68E+00;1.00E+00
0.1454;0.1054;3.68E+00;1.00E+00
0.1455;0.1055;3.68E+00;1.00E+00
0.1456;0.1056;3.68E+00;1.00E+00
0.1457;0.1057;3.68E+00;1.00E+00
0.1458;0.1058;3.68E+00;1.00E+00
0.1459;0.1059;3.68E+00;1.00E+00
0.146;0.106;3.68E+00;1.00E+00
0.1461;0.1061;3.68E+00;1.00E+00
0.1462;0.1062;3.68E+00;1.00E+00
0.1463;0.1063;3.68E+00;1.00E+00
0.1464;0.1064;3.68E+00;1.00E+00
0.1465;0.1065;3.68E+00;1.00E+00
0.1466;0.1066;3.68E+00;1.00E+00
0.1467;0.1067;3.68E+00;1.00E+00
0.1468;0.1068;3.68E+00;1.00E+00
0.1469;0.1069;3.68E+00;1.00E+00
0.147;0.107;3.68E+00;1.00E+00
0.1471;0.1071;3.68E+00;1.00E+00
0.1472;0.1072;3.68E+00;1.00E+00
0.1473;0.1073;3.68E+00;1.00E+00
0.1474;0.1074;3.68E+00;1.00E+00
0.1475;0.1075;3.68E+00;1.00E+00
0.1476;0.1076;3.68E+00;1.00E+00
0.1477;0.1077;3.68E+00;1.00E+00
0.1478;0.1078;3.68E+00;1.00E+00
0.1479;0.1079;3.68E+00;1.00E+00
0.148;0.108;3.68E+00;1.00E+00
0.1481;0.1081;3.68E+00;1.00E+00
0.1482;0.1082;3.68E+00;1.00E+00
0.1483;0.1083;3.68E+00;1.00E+00
0.1484;0.1084;3.68E+00;1.00E+00
0.1485;0.1085;3.68E+00;1.00E+00
0.1486;0.1086;3.68E+00;1.00E+00
0.1487;0.1087;3.68E+00;1.00E+00
0.1488;0.1088;3.68E+00;1.00E+00
0.1489;0.1089;3.68E+00;1.00E+00
0.149;0.109;3.68E+00;1.00E+00
0.1491;0.1091;3.68E+00;1.00E+00
0.1492;0.1092;3.68E+00;1.00E+00
0.1493;0.1093;3.68E+00;1.00E+00
0.1494;0.1094;3.68E+00;1.00E+00
0.1495;0.1095;3.68E+00;1.00E+00
0.1496;0.1096;3.68E+00;1.00E+00
0.1497;0.1097;3.68E+00;1.00E+00
0.1498;0.1098;3.68E+00;1.00E+00
0.1499;0.1099;3.68E+00;1.00E+00
0.15;0.11;3.64E+00;9.89E-01
0.1501;0.1101;3.68E+00;1.00E+00
0.1502;0.1102;3.68E+00;1.00E+00
0.1503;0.1103;3.68E+00;1.00E+00
0.1504;0.1104;3.68E+00;1.00E+00
0.1505;0.1105;3.68E+00;1.00E+00
0.1506;0.1106;3.68E+00;1.00E+00
0.1507;0.1107;3.68E+00;1.00E+00
0.1508;0.1108;3.68E+00;1.00E+00
0.1509;0.1109;3.68E+00;1.00E+00
0.151;0.111;3.68E+00;1.00E+00
0.1511;0.1111;3.68E+00;1.00E+00
0.1512;0.1112;3.68E+00;1.00E+00
0.1513;0.1113;3.68E+00;1.00E+00
0.1514;0.1114;3.68E+00;1.00E+00
0.1515;0.1115;3.68E+00;1.00E+00
0.1516;0.1116;3.68E+00;1.00E+00
0.1517;0.1117;3.68E+00;1.00E+00
0.1518;0.1118;3.68E+00;1.00E+00
0.1519;0.1119;3.68E+00;1.00E+00
0.152;0.112;3.68E+00;1.00E+00
0.1521;0.1121;3.64E+00;9.89E-01
0.1522;0.1122;3.68E+00;1.00E+00
0.1523;0.1123;3.68E+00;1.00E+00
0.1524;0.1124;3.68E+00;1.00E+00
0.1525;0.1125;3.68E+00;1.00E+00
0.1526;0.1126;3.68E+00;1.00E+00
0.1527;0.1127;3.68E+00;1.00E+00
0.1528;0.1128;3.68E+00;1.00E+00
0.1529;0.1129;3.68E+00;1.00E+00
0.153;0.113;3.64E+00;9.89E-01
0.1531;0.1131;3.68E+00;1.00E+00
0.1532;0.1132;3.68E+00;1.00E+00
0.1533;0.1133;3.68E+00;1.00E+00
0.1534;0.1134;3.68E+00;1.00E+00
0.1535;0.1135;3.68E+00;1.00E+00
0.1536;0.1136;3.68E+00;1.00E+00
0.1537;0.1137;3.64E+00;9.89E-01
0.1538;0.1138;3.68E+00;1.00E+00
0.1539;0.1139;3.68E+00;1.00E+00
0.154;0.114;3.68E+00;1.00E+00
0.1541;0.1141;3.68E+00;1.00E+00
0.1542;0.1142;3.68E+00;1.00E+00
0.1543;0.1143;3.68E+00;1.00E+00
0.1544;0.1144;3.68E+00;1.00E+00
0.1545;0.1145;3.68E+00;1.00E+00
0.1546;0.1146;3.68E+00;1.00E+00
0.1547;0.1147;3.68E+00;1.00E+00
0.1548;0.1148;3.68E+00;1.00E+00
0.1549;0.1149;3.68E+00;1.00E+00
0.155;0.115;3.68E+00;1.00E+00
0.1551;0.1151;3.68E+00;1.00E+00
0.1552;0.1152;3.68E+00;1.00E+00
0.1553;0.1153;3.68E+00;1.00E+00
0.1554;0.1154;3.68E+00;1.00E+00
0.1555;0.1155;3.68E+00;1.00E+00
0.1556;0.1156;3.68E+00;1.00E+00
0.1557;0.1157;3.68E+00;1.00E+00
0.1558;0.1158;3.68E+00;1.00E+00
0.1559;0.1159;3.68E+00;1.00E+00
0.156;0.116;3.68E+00;1.00E+00
0.1561;0.1161;3.68E+00;1.00E+00
0.1562;0.1162;3.68E+00;1.00E+00
0.1563;0.1163;3.68E+00;1.00E+00
0.1564;0.1164;3.68E+00;1.00E+00
0.1565;0.1165;3.68E+00;1.00E+00
0.1566;0.1166;3.68E+00;1.00E+00
0.1567;0.1167;3.68E+00;1.00E+00
0.1568;0.1168;3.68E+00;1.00E+00
0.1569;0.1169;3.68E+00;1.00E+00
0.157;0.117;3.68E+00;1.00E+00
0.1571;0.1171;3.68E+00;1.00E+00
0.1572;0.1172;3.68E+00;1.00E+00
0.1573;0.1173;3.68E+00;1.00E+00
0.1574;0.1174;3.68E+00;1.00E+00
0.1575;0.1175;3.68E+00;1.00E+00
0.1576;0.1176;3.68E+00;1.00E+00
0.1577;0.1177;3.68E+00;1.00E+00
0.1578;0.1178;3.68E+00;1.00E+00
0.1579;0.1179;3.68E+00;1.00E+00
0.158;0.118;3.68E+00;1.00E+00
0.1581;0.1181;3.68E+00;1.00E+00
0.1582;0.1182;3.68E+00;1.00E+00
0.1583;0.1183;3.68E+00;1.00E+00
0.1584;0.1184;3.64E+00;9.89E-01
0.1585;0.1185;3.68E+00;1.00E+00
0.1586;0.1186;3.68E+00;1.00E+00
0.1587;0.1187;3.68E+00;1.00E+00
0.1588;0.1188;3.68E+00;1.00E+00
0.1589;0.1189;3.68E+00;1.00E+00
0.159;0.119;3.68E+00;1.00E+00
0.1591;0.1191;3.68E+00;1.00E+00
0.1592;0.1192;3.64E+00;9.89E-01
0.1593;0.1193;3.68E+00;1.00E+00
0.1594;0.1194;3.68E+00;1.00E+00
0.1595;0.1195;3.68E+00;1.00E+00
0.1596;0.1196;3.68E+00;1.00E+00
0.1597;0.1197;3.68E+00;1.00E+00
0.1598;0.1198;3.68E+00;1.00E+00
0.1599;0.1199;3.68E+00;1.00E+00
0.16;0.12;3.68E+00;1.00E+00
0.1601;0.1201;3.68E+00;1.00E+00
0.1602;0.1202;3.68E+00;1.00E+00
0.1603;0.1203;3.68E+00;1.00E+00
0.1604;0.1204;3.68E+00;1.00E+00
0.1605;0.1205;3.68E+00;1.00E+00
0.1606;0.1206;3.68E+00;1.00E+00
0.1607;0.1207;3.68E+00;1.00E+00
0.1608;0.1208;3.68E+00;1.00E+00
0.1609;0.1209;3.68E+00;1.00E+00
0.161;0.121;3.68E+00;1.00E+00
0.1611;0.1211;3.68E+00;1.00E+00
0.1612;0.1212;3.68E+00;1.00E+00
0.1613;0.1213;3.68E+00;1.00E+00
0.1614;0.1214;3.68E+00;1.00E+00
0.1615;0.1215;3.68E+00;1.00E+00
0.1616;0.1216;3.68E+00;1.00E+00
0.1617;0.1217;3.68E+00;1.00E+00
0.1618;0.1218;3.68E+00;1.00E+00
0.1619;0.1219;3.68E+00;1.00E+00
0.162;0.122;3.68E+00;1.00E+00
0.1621;0.1221;3.68E+00;1.00E+00
0.1622;0.1222;3.68E+00;1.00E+00
0.1623;0.1223;3.64E+00;9.89E-01
0.1624;0.1224;3.68E+00;1.00E+00
0.1625;0.1225;3.68E+00;1.00E+00
0.1626;0.1226;3.68E+00;1.00E+00
0.1627;0.1227;3.68E+00;1.00E+00
0.1628;0.1228;3.68E+00;1.00E+00
0.1629;0.1229;3.68E+00;1.00E+00
0.163;0.123;3.68E+00;1.00E+00
0.1631;0.1231;3.68E+00;1.00E+00
0.1632;0.1232;3.68E+00;1.00E+00
0.1633;0.1233;3.68E+00;1.00E+00
0.1634;0.1234;3.68E+00;1.00E+00
0.1635;0.1235;3.68E+00;1.00E+00
0.1636;0.1236;3.68E+00;1.00E+00
0.1637;0.1237;3.68E+00;1.00E+00
0.1638;0.1238;3.68E+00;1.00E+00
0.1639;0.1239;3.68E+00;1.00E+00
0.164;0.124;3.68E+00;1.00E+00
0.1641;0.1241;3.68E+00;1.00E+00
0.1642;0.1242;3.68E+00;1.00E+00
0.1643;0.1243;3.68E+00;1.00E+00
0.1644;0.1244;3.68E+00;1.00E+00
0.1645;0.1245;3.68E+00;1.00E+00
0.1646;0.1246;3.68E+00;1.00E+00
0.1647;0.1247;3.68E+00;1.00E+00
0.1648;0.1248;3.68E+00;1.00E+00
0.1649;0.1249;3.68E+00;1.00E+00
0.165;0.125;3.64E+00;9.89E-01
0.1651;0.1251;3.68E+00;1.00E+00
0.1652;0.1252;3.68E+00;1.00E+00
0.1653;0.1253;3.68E+00;1.00E+00
0.1654;0.1254;3.68E+00;1.00E+00
0.1655;0.1255;3.68E+00;1.00E+00
0.1656;0.1256;3.68E+00;1.00E+00
0.1657;0.1257;3.68E+00;1.00E+00
0.1658;0.1258;3.68E+00;1.00E+00
0.1659;0.1259;3.68E+00;1.00E+00
0.166;0.126;3.68E+00;1.00E+00
0.1661;0.1261;3.68E+00;1.00E+00
0.1662;0.1262;3.68E+00;1.00E+00
0.1663;0.1263;3.68E+00;1.00E+00
0.1664;0.1264;3.68E+00;1.00E+00
0.1665;0.1265;3.68E+00;1.00E+00
0.1666;0.1266;3.68E+00;1.00E+00
0.1667;0.1267;3.64E+00;9.89E-01
0.1668;0.1268;3.68E+00;1.00E+00
0.1669;0.1269;3.68E+00;1.00E+00
0.167;0.127;3.68E+00;1.00E+00
0.1671;0.1271;3.68E+00;1.00E+00
0.1672;0.1272;3.68E+00;1.00E+00
0.1673;0.1273;3.68E+00;1.00E+00
0.1674;0.1274;3.68E+00;1.00E+00
0.1675;0.1275;3.64E+00;9.89E-01
0.1676;0.1276;3.68E+00;1.00E+00
0.1677;0.1277;3.68E+00;1.00E+00
0.1678;0.1278;3.68E+00;1.00E+00
0.1679;0.1279;3.68E+00;1.00E+00
0.168;0.128;3.68E+00;1.00E+00
0.1681;0.1281;3.68E+00;1.00E+00
0.1682;0.1282;3.68E+00;1.00E+00
0.1683;0.1283;3.68E+00;1.00E+00
0.1684;0.1284;3.68E+00;1.00E+00
0.1685;0.1285;3.68E+00;1.00E+00
0.1686;0.1286;3.68E+00;1.00E+00
0.1687;0.1287;3.68E+00;1.00E+00
0.1688;0.1288;3.68E+00;1.00E+00
0.1689;0.1289;3.68E+00;1.00E+00
0.169;0.129;3.68E+00;1.00E+00
0.1691;0.1291;3.68E+00;1.00E+00
0.1692;0.1292;3.68E+00;1.00E+00
0.1693;0.1293;3.68E+00;1.00E+00
0.1694;0.1294;3.68E+00;1.00E+00
0.1695;0.1295;3.68E+00;1.00E+00
0.1696;0.1296;3.68E+00;1.00E+00
0.1697;0.1297;3.64E+00;9.89E-01
0.1698;0.1298;3.68E+00;1.00E+00
0.1699;0.1299;3.64E+00;9.89E-01
0.17;0.13;3.68E+00;1.00E+00
0.1701;0.1301;3.68E+00;1.00E+00
0.1702;0.1302;3.68E+00;1.00E+00
0.1703;0.1303;3.68E+00;1.00E+00
0.1704;0.1304;3.68E+00;1.00E+00
0.1705;0.1305;3.68E+00;1.00E+00
0.1706;0.1306;3.68E+00;1.00E+00
0.1707;0.1307;3.68E+00;1.00E+00
0.1708;0.1308;3.68E+00;1.00E+00
0.1709;0.1309;3.68E+00;1.00E+00
0.171;0.131;3.68E+00;1.00E+00
0.1711;0.1311;3.68E+00;1.00E+00
0.1712;0.1312;3.68E+00;1.00E+00
0.1713;0.1313;3.68E+00;1.00E+00
0.1714;0.1314;3.68E+00;1.00E+00
0.1715;0.1315;3.68E+00;1.00E+00
0.1716;0.1316;3.68E+00;1.00E+00
0.1717;0.1317;3.64E+00;9.89E-01
0.1718;0.1318;3.68E+00;1.00E+00
0.1719;0.1319;3.68E+00;1.00E+00
