t	V
2.173307327707559e-002	9.206384e-001
2.190885452707559e-002	9.268374e-001
2.208463577707559e-002	9.329206e-001
2.226041702707559e-002	9.388876e-001
2.252408890207559e-002	9.476188e-001
2.302632104493273e-002	9.635114e-001
2.352855318778987e-002	9.784413e-001
2.403078533064701e-002	9.924087e-001
2.453301747350415e-002	1.005413e+000
2.503524961636130e-002	1.017456e+000
2.553748175921844e-002	1.028535e+000
2.603971390207558e-002	1.038652e+000
2.666750408064701e-002	1.049892e+000
2.729529425921844e-002	1.059818e+000
2.792308443778986e-002	1.068431e+000
2.855087461636129e-002	1.075731e+000
2.917866479493272e-002	1.081717e+000
2.980645497350415e-002	1.086390e+000
3.043424515207557e-002	1.089749e+000
3.077325184850415e-002	1.091134e+000
3.111225854493273e-002	1.092225e+000
3.145126524136131e-002	1.093022e+000
3.179027193778989e-002	1.093525e+000
3.212927863421847e-002	1.093735e+000
3.246828533064705e-002	1.093651e+000
3.280729202707563e-002	1.093274e+000
3.343508220564708e-002	1.091784e+000
3.406287238421853e-002	1.089642e+000
3.469066256278999e-002	1.086849e+000
3.531845274136144e-002	1.083404e+000
3.594624291993289e-002	1.079308e+000
3.657403309850434e-002	1.074560e+000
3.720182327707580e-002	1.069161e+000
3.774172283064724e-002	1.064225e+000
3.828162238421869e-002	1.059104e+000
3.882152193779014e-002	1.053797e+000
3.936142149136159e-002	1.048304e+000
3.990132104493304e-002	1.042625e+000
4.044122059850449e-002	1.036760e+000
4.098112015207594e-002	1.030709e+000
4.133268265207595e-002	1.026768e+000
4.168424515207597e-002	1.022824e+000
4.203580765207598e-002	1.018878e+000
4.238737015207599e-002	1.014931e+000
4.273893265207601e-002	1.010981e+000
4.309049515207602e-002	1.007029e+000
4.344205765207603e-002	1.003075e+000
4.370572952707604e-002	1.000138e+000
4.396940140207605e-002	9.972098e-001
4.423307327707606e-002	9.943057e-001
4.449674515207607e-002	9.914253e-001
4.476041702707608e-002	9.885687e-001
4.502408890207609e-002	9.857359e-001
4.528776077707610e-002	9.829269e-001
4.555143265207611e-002	9.801416e-001
4.572721390207612e-002	9.783058e-001
4.599088577707613e-002	9.755795e-001
4.654334113421901e-002	9.699518e-001
4.709579649136188e-002	9.645222e-001
4.764825184850476e-002	9.592908e-001
4.820070720564764e-002	9.542575e-001
4.875316256279052e-002	9.494223e-001
4.930561791993340e-002	9.447852e-001
4.985807327707627e-002	9.403462e-001
5.012174515207628e-002	9.383204e-001
5.029752640207629e-002	9.369991e-001
5.047330765207630e-002	9.357014e-001
5.073697952707631e-002	9.337994e-001
5.100065140207632e-002	9.319514e-001
5.171633220564777e-002	9.272171e-001
5.243201300921923e-002	9.228818e-001
5.314769381279069e-002	9.189455e-001
5.386337461636214e-002	9.154082e-001
5.457905541993360e-002	9.122699e-001
5.529473622350505e-002	9.095305e-001
5.601041702707651e-002	9.071902e-001
5.662565140207653e-002	9.054898e-001
5.724088577707655e-002	9.040296e-001
5.785612015207658e-002	9.028096e-001
5.847135452707660e-002	9.018299e-001
5.908658890207662e-002	9.010904e-001
5.970182327707665e-002	9.005912e-001
6.031705765207667e-002	9.003322e-001
6.104529425921956e-002	9.003035e-001
6.177353086636244e-002	9.004804e-001
6.250176747350532e-002	9.008628e-001
6.323000408064820e-002	9.014507e-001
6.395824068779109e-002	9.022442e-001
6.468647729493397e-002	9.032432e-001
6.541471390207686e-002	9.044478e-001
6.608017149136260e-002	9.056505e-001
6.674562908064834e-002	9.069129e-001
6.741108666993408e-002	9.082348e-001
6.807654425921982e-002	9.096164e-001
6.874200184850556e-002	9.110576e-001
6.940745943779129e-002	9.125584e-001
7.007291702707703e-002	9.141188e-001
7.067559559850563e-002	9.155322e-001
7.127827416993422e-002	9.169323e-001
7.188095274136282e-002	9.183190e-001
7.248363131279141e-002	9.196924e-001
7.308630988422001e-002	9.210523e-001
7.368898845564860e-002	9.223989e-001
7.429166702707719e-002	9.237322e-001
7.493201300922008e-002	9.251042e-001
7.557235899136296e-002	9.264220e-001
7.621270497350584e-002	9.276857e-001
7.685305095564872e-002	9.288953e-001
7.749339693779160e-002	9.300507e-001
7.813374291993448e-002	9.311520e-001
7.877408890207736e-002	9.321991e-001
7.956510452707739e-002	9.333936e-001
8.035612015207742e-002	9.344870e-001
8.114713577707745e-002	9.354795e-001
8.193815140207748e-002	9.363709e-001
8.272916702707751e-002	9.371614e-001
8.352018265207754e-002	9.378508e-001
8.431119827707757e-002	9.384392e-001
8.448697952707758e-002	9.385573e-001
8.466276077707759e-002	9.386709e-001
8.483854202707759e-002	9.387798e-001
8.501432327707760e-002	9.388842e-001
8.519010452707761e-002	9.389840e-001
8.536588577707761e-002	9.390793e-001
8.554166702707762e-002	9.391699e-001
8.562955765207762e-002	9.392136e-001
8.623223622350622e-002	9.394786e-001
8.683491479493481e-002	9.396992e-001
8.743759336636341e-002	9.398753e-001
8.804027193779200e-002	9.400070e-001
8.864295050922059e-002	9.400943e-001
8.924562908064919e-002	9.401371e-001
8.984830765207778e-002	9.401355e-001
8.993619827707779e-002	9.401331e-001
9.000000000000000e-002	9.401308e-001
